0,1,2,3,4,5,6,7,8,9,10
pork,whole milk,,,,,,,,,
bottled beer,newspapers,pickled vegetables,mustard,,,,,,,
soda,hard cheese,,,,,,,,,
pork,hamburger meat,whole milk,whole milk,fruit/vegetable juice,,,,,,
bottled beer,canned beer,fruit/vegetable juice,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
pip fruit,coffee,UHT-milk,,,,,,,,
coffee,baking powder,,,,,,,,,
chicken,root vegetables,,,,,,,,,
waffles,whipped/sour cream,soda,,,,,,,,
misc. beverages,frankfurter,salt,curd,,,,,,,
soda,salt,sauces,curd,sugar,margarine,,,,,
sausage,white wine,whole milk,beverages,semi-finished bread,napkins,,,,,
butter,specialty chocolate,,,,,,,,,
dessert,shopping bags,,,,,,,,,
root vegetables,bottled beer,newspapers,margarine,domestic eggs,shopping bags,,,,,
rolls/buns,frozen vegetables,pot plants,pastry,,,,,,,
fruit/vegetable juice,brown bread,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
butter milk,soups,canned fruit,,,,,,,,
whole milk,frozen meals,,,,,,,,,
brown bread,brown bread,,,,,,,,,
pastry,liqueur,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
rolls/buns,soda,other vegetables,pip fruit,,,,,,,
chocolate,rolls/buns,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
pastry,brown bread,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
pork,frozen meals,canned beer,,,,,,,,
napkins,butter,,,,,,,,,
bottled beer,butter,frozen vegetables,whole milk,,,,,,,
pork,root vegetables,,,,,,,,,
canned beer,canned beer,dessert,packaged fruit/vegetables,flour,meat spreads,,,,,
syrup,whole milk,,,,,,,,,
tropical fruit,other vegetables,rice,,,,,,,,
sausage,margarine,,,,,,,,,
whole milk,newspapers,,,,,,,,,
other vegetables,meat spreads,,,,,,,,,
whipped/sour cream,pip fruit,,,,,,,,,
specialty chocolate,canned beer,,,,,,,,,
whole milk,whole milk,herbs,,,,,,,,
citrus fruit,pastry,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
pip fruit,dessert,hard cheese,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
nut snack,butter,,,,,,,,,
other vegetables,soda,,,,,,,,,
sausage,canned beer,,,,,,,,,
white bread,flour,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
butter milk,long life bakery product,,,,,,,,,
yogurt,sliced cheese,whipped/sour cream,,,,,,,,
hamburger meat,other vegetables,domestic eggs,,,,,,,,
berries,brown bread,,,,,,,,,
root vegetables,seasonal products,,,,,,,,,
spread cheese,butter,hygiene articles,,,,,,,,
yogurt,pip fruit,,,,,,,,,
sparkling wine,waffles,,,,,,,,,
domestic eggs,brown bread,detergent,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
citrus fruit,pastry,rolls/buns,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
coffee,tropical fruit,,,,,,,,,
soda,pastry,,,,,,,,,
rolls/buns,chicken,shopping bags,hard cheese,,,,,,,
rolls/buns,coffee,,,,,,,,,
fruit/vegetable juice,canned fish,light bulbs,long life bakery product,,,,,,,
coffee,tidbits,,,,,,,,,
chicken,beef,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
bottled water,chocolate,,,,,,,,,
rolls/buns,dessert,frozen meals,grapes,other vegetables,napkins,other vegetables,,,,
pot plants,soda,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
soda,beverages,rolls/buns,curd,,,,,,,
beef,bottled water,,,,,,,,,
tropical fruit,cocoa drinks,,,,,,,,,
brandy,ham,root vegetables,whole milk,,,,,,,
onions,whipped/sour cream,,,,,,,,,
rolls/buns,semi-finished bread,,,,,,,,,
whole milk,soda,other vegetables,,,,,,,,
other vegetables,red/blush wine,curd,,,,,,,,
condensed milk,waffles,,,,,,,,,
coffee,root vegetables,,,,,,,,,
pastry,pickled vegetables,margarine,,,,,,,,
popcorn,butter,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
nut snack,canned beer,,,,,,,,,
mustard,soda,,,,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
brown bread,ice cream,fruit/vegetable juice,,,,,,,,
whole milk,soda,,,,,,,,,
chicken,yogurt,,,,,,,,,
soda,liquor,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
cling film/bags,coffee,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
onions,specialty cheese,canned fish,,,,,,,,
chicken,root vegetables,yogurt,,,,,,,,
packaged fruit/vegetables,shopping bags,butter milk,,,,,,,,
chicken,frozen vegetables,candles,,,,,,,,
beef,spread cheese,cake bar,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
newspapers,specialty vegetables,,,,,,,,,
pork,pork,frankfurter,frozen fish,waffles,napkins,rolls/buns,,,,
shopping bags,detergent,,,,,,,,,
butter,whole milk,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
other vegetables,whole milk,soups,shopping bags,,,,,,,
butter milk,specialty chocolate,,,,,,,,,
white wine,condensed milk,,,,,,,,,
bottled water,citrus fruit,,,,,,,,,
hamburger meat,chewing gum,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
curd,grapes,soups,whole milk,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,berries,,,,,,,,,
pastry,chewing gum,,,,,,,,,
butter milk,whole milk,brandy,,,,,,,,
chicken,frankfurter,other vegetables,domestic eggs,,,,,,,
soda,pip fruit,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
yogurt,soft cheese,,,,,,,,,
margarine,yogurt,,,,,,,,,
house keeping products,spread cheese,,,,,,,,,
beverages,other vegetables,curd,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tropical fruit,napkins,whole milk,,,,,,,,
pork,long life bakery product,,,,,,,,,
domestic eggs,frozen vegetables,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
rolls/buns,onions,butter,whole milk,rolls/buns,,,,,,
ham,other vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
ham,bottled beer,,,,,,,,,
whole milk,curd,,,,,,,,,
margarine,bottled water,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
rolls/buns,shopping bags,cat food,,,,,,,,
whole milk,whole milk,,,,,,,,,
root vegetables,other vegetables,frozen vegetables,,,,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
whole milk,hamburger meat,soft cheese,long life bakery product,margarine,bottled beer,,,,,
other vegetables,beef,tropical fruit,brown bread,cat food,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
soda,beef,soda,margarine,,,,,,,
rolls/buns,beef,coffee,,,,,,,,
yogurt,beverages,brown bread,,,,,,,,
whole milk,soda,,,,,,,,,
newspapers,chocolate,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
house keeping products,cat food,,,,,,,,,
butter,soda,,,,,,,,,
frankfurter,pork,rolls/buns,grapes,,,,,,,
frankfurter,margarine,whole milk,soda,margarine,brown bread,margarine,frozen vegetables,,,
other vegetables,whole milk,,,,,,,,,
hamburger meat,dish cleaner,,,,,,,,,
whole milk,pasta,,,,,,,,,
mustard,brown bread,,,,,,,,,
pastry,bottled water,,,,,,,,,
domestic eggs,fruit/vegetable juice,,,,,,,,,
processed cheese,chocolate,chocolate,yogurt,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
nut snack,long life bakery product,whole milk,frozen meals,,,,,,,
bottled beer,frozen dessert,rolls/buns,berries,rice,white bread,,,,,
pip fruit,yogurt,flour,rolls/buns,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
chewing gum,domestic eggs,packaged fruit/vegetables,,,,,,,,
tropical fruit,candy,,,,,,,,,
chocolate,butter,,,,,,,,,
beef,rolls/buns,seasonal products,,,,,,,,
frankfurter,pip fruit,whole milk,other vegetables,salty snack,whipped/sour cream,,,,,
rolls/buns,root vegetables,domestic eggs,ice cream,,,,,,,
coffee,sliced cheese,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
pip fruit,onions,,,,,,,,,
bottled beer,other vegetables,root vegetables,cream cheese ,waffles,rolls/buns,,,,,
sausage,whipped/sour cream,misc. beverages,,,,,,,,
root vegetables,whole milk,,,,,,,,,
margarine,soda,,,,,,,,,
pip fruit,pasta,,,,,,,,,
processed cheese,fruit/vegetable juice,frozen meals,cat food,,,,,,,
rolls/buns,pastry,,,,,,,,,
organic products,root vegetables,,,,,,,,,
mayonnaise,pet care,,,,,,,,,
citrus fruit,white wine,bottled beer,newspapers,cat food,,,,,,
rolls/buns,abrasive cleaner,,,,,,,,,
chicken,candy,sugar,,,,,,,,
artif. sweetener,curd,,,,,,,,,
other vegetables,other vegetables,newspapers,pip fruit,,,,,,,
grapes,whole milk,frozen vegetables,,,,,,,,
root vegetables,margarine,rolls/buns,,,,,,,,
specialty chocolate,butter milk,,,,,,,,,
chicken,bottled beer,soda,domestic eggs,other vegetables,,,,,,
brown bread,bottled water,,,,,,,,,
berries,domestic eggs,coffee,,,,,,,,
bottled water,rolls/buns,waffles,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
onions,hard cheese,,,,,,,,,
root vegetables,hygiene articles,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
root vegetables,fruit/vegetable juice,berries,newspapers,chewing gum,,,,,,
whole milk,chocolate,,,,,,,,,
specialty bar,yogurt,napkins,other vegetables,chocolate,,,,,,
beef,female sanitary products,,,,,,,,,
root vegetables,onions,,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
tropical fruit,pickled vegetables,bottled beer,,,,,,,,
tropical fruit,grapes,,,,,,,,,
pastry,canned beer,mustard,yogurt,,,,,,,
yogurt,semi-finished bread,flour,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
liver loaf,onions,,,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
chicken,soda,,,,,,,,,
sliced cheese,dessert,shopping bags,,,,,,,,
pastry,whipped/sour cream,decalcifier,,,,,,,,
root vegetables,soda,,,,,,,,,
bottled water,whole milk,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
root vegetables,white bread,,,,,,,,,
beverages,sausage,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
beef,condensed milk,specialty chocolate,,,,,,,,
tropical fruit,grapes,,,,,,,,,
curd,newspapers,,,,,,,,,
canned beer,herbs,margarine,,,,,,,,
pip fruit,white wine,sweet spreads,,,,,,,,
beef,domestic eggs,pastry,,,,,,,,
soda,sausage,UHT-milk,soda,rolls/buns,,,,,,
frankfurter,pork,ketchup,,,,,,,,
coffee,long life bakery product,,,,,,,,,
root vegetables,frankfurter,specialty bar,packaged fruit/vegetables,hygiene articles,,,,,,
frankfurter,yogurt,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
beef,other vegetables,,,,,,,,,
soda,soda,canned beer,,,,,,,,
whole milk,flower (seeds),,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
rolls/buns,butter,,,,,,,,,
hamburger meat,coffee,yogurt,,,,,,,,
napkins,spices,,,,,,,,,
specialty cheese,beverages,,,,,,,,,
whipped/sour cream,detergent,,,,,,,,,
root vegetables,curd,waffles,,,,,,,,
chicken,shopping bags,,,,,,,,,
pork,spread cheese,,,,,,,,,
organic sausage,semi-finished bread,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
other vegetables,soda,,,,,,,,,
citrus fruit,margarine,white wine,,,,,,,,
chewing gum,whole milk,white bread,whole milk,dishes,,,,,,
rolls/buns,soda,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
chicken,margarine,yogurt,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
bottled beer,tropical fruit,sliced cheese,dishes,,,,,,,
other vegetables,detergent,,,,,,,,,
soft cheese,bottled water,,,,,,,,,
tropical fruit,candy,salt,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
bottled water,sugar,,,,,,,,,
butter,other vegetables,,,,,,,,,
grapes,sparkling wine,canned beer,pastry,,,,,,,
pork,dessert,,,,,,,,,
pork,frozen fish,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
sugar,citrus fruit,napkins,,,,,,,,
tropical fruit,brown bread,whole milk,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
soda,curd,,,,,,,,,
hamburger meat,white bread,,,,,,,,,
other vegetables,chicken,onions,rolls/buns,spices,other vegetables,,,,,
pip fruit,newspapers,fruit/vegetable juice,,,,,,,,
whole milk,herbs,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
coffee,rolls/buns,,,,,,,,,
soda,shopping bags,,,,,,,,,
butter,shopping bags,,,,,,,,,
chicken,root vegetables,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
other vegetables,butter milk,chewing gum,specialty chocolate,,,,,,,
hamburger meat,butter milk,seasonal products,,,,,,,,
whole milk,bottled beer,UHT-milk,beef,pip fruit,yogurt,salty snack,,,,
onions,coffee,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
bathroom cleaner,beverages,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
turkey,cream cheese ,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
whole milk,sugar,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
sausage,cake bar,,,,,,,,,
whole milk,onions,,,,,,,,,
other vegetables,salty snack,brown bread,canned beer,,,,,,,
soft cheese,coffee,,,,,,,,,
frankfurter,dessert,,,,,,,,,
other vegetables,pastry,,,,,,,,,
turkey,root vegetables,,,,,,,,,
whole milk,newspapers,whole milk,rolls/buns,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
root vegetables,UHT-milk,nuts/prunes,frankfurter,misc. beverages,whole milk,cream cheese ,canned fish,,,
other vegetables,margarine,,,,,,,,,
beef,tropical fruit,,,,,,,,,
tropical fruit,tropical fruit,whole milk,,,,,,,,
bottled water,root vegetables,rolls/buns,whole milk,coffee,,,,,,
canned beer,brown bread,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
soda,citrus fruit,,,,,,,,,
canned beer,curd,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
sausage,other vegetables,mayonnaise,seasonal products,,,,,,,
canned beer,grapes,bottled beer,yogurt,,,,,,,
margarine,rolls/buns,,,,,,,,,
sausage,soda,,,,,,,,,
salt,tropical fruit,newspapers,,,,,,,,
soda,whole milk,,,,,,,,,
sausage,ham,shopping bags,whole milk,butter,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
sausage,dish cleaner,,,,,,,,,
citrus fruit,citrus fruit,other vegetables,whole milk,,,,,,,
butter,seasonal products,,,,,,,,,
root vegetables,coffee,soda,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
whipped/sour cream,cat food,,,,,,,,,
margarine,waffles,,,,,,,,,
domestic eggs,coffee,,,,,,,,,
other vegetables,soda,,,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
canned beer,pip fruit,rolls/buns,brown bread,soft cheese,shopping bags,,,,,
hamburger meat,root vegetables,fruit/vegetable juice,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
pip fruit,pet care,bottled water,,,,,,,,
beef,whole milk,,,,,,,,,
misc. beverages,bottled beer,other vegetables,cream cheese ,,,,,,,
chicken,yogurt,newspapers,shopping bags,rolls/buns,domestic eggs,,,,,
butter milk,bottled beer,rice,canned vegetables,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
grapes,other vegetables,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
canned beer,yogurt,coffee,,,,,,,,
tidbits,dessert,cat food,,,,,,,,
tropical fruit,dessert,,,,,,,,,
whole milk,yogurt,,,,,,,,,
shopping bags,whole milk,domestic eggs,,,,,,,,
other vegetables,onions,,,,,,,,,
cleaner,other vegetables,,,,,,,,,
citrus fruit,hard cheese,,,,,,,,,
white bread,zwieback,,,,,,,,,
root vegetables,whole milk,newspapers,,,,,,,,
frozen fish,whole milk,,,,,,,,,
root vegetables,liquor,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
soda,cream cheese ,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
rolls/buns,yogurt,napkins,,,,,,,,
curd,rolls/buns,,,,,,,,,
hamburger meat,oil,,,,,,,,,
pork,other vegetables,,,,,,,,,
yogurt,napkins,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
hamburger meat,shopping bags,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
sausage,whole milk,,,,,,,,,
turkey,chewing gum,,,,,,,,,
beef,yogurt,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
whole milk,domestic eggs,chocolate marshmallow,,,,,,,,
finished products,dessert,,,,,,,,,
canned beer,frozen fish,,,,,,,,,
canned beer,detergent,root vegetables,root vegetables,butter milk,,,,,,
rolls/buns,coffee,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
curd,softener,,,,,,,,,
coffee,tidbits,,,,,,,,,
pastry,frozen fish,,,,,,,,,
sausage,other vegetables,,,,,,,,,
napkins,fruit/vegetable juice,,,,,,,,,
vinegar,butter,newspapers,,,,,,,,
pork,rolls/buns,,,,,,,,,
white bread,salty snack,,,,,,,,,
sausage,yogurt,,,,,,,,,
specialty bar,soda,,,,,,,,,
soda,tropical fruit,,,,,,,,,
pastry,yogurt,bottled water,soda,,,,,,,
hygiene articles,potato products,,,,,,,,,
beef,turkey,grapes,shopping bags,sliced cheese,bottled water,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
sausage,pork,sugar,,,,,,,,
curd,light bulbs,,,,,,,,,
beef,margarine,,,,,,,,,
photo/film,frozen potato products,,,,,,,,,
UHT-milk,dessert,,,,,,,,,
beef,white bread,,,,,,,,,
brown bread,processed cheese,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
canned beer,soda,,,,,,,,,
pot plants,pip fruit,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
chicken,pastry,waffles,,,,,,,,
pork,soda,,,,,,,,,
frankfurter,pip fruit,pip fruit,whole milk,candy,,,,,,
pork,whipped/sour cream,,,,,,,,,
other vegetables,curd,,,,,,,,,
sausage,white wine,candy,,,,,,,,
dishes,brown bread,,,,,,,,,
frozen meals,butter,whole milk,brandy,,,,,,,
yogurt,red/blush wine,,,,,,,,,
pip fruit,sausage,pip fruit,shopping bags,,,,,,,
hamburger meat,newspapers,,,,,,,,,
ham,brown bread,butter,bottled water,,,,,,,
citrus fruit,hard cheese,,,,,,,,,
chicken,beef,,,,,,,,,
berries,shopping bags,,,,,,,,,
soda,shopping bags,,,,,,,,,
citrus fruit,cleaner,,,,,,,,,
beef,bottled beer,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
root vegetables,dessert,,,,,,,,,
sausage,margarine,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
curd,detergent,,,,,,,,,
rolls/buns,yogurt,newspapers,margarine,,,,,,,
sausage,bottled beer,misc. beverages,,,,,,,,
baking powder,beef,,,,,,,,,
citrus fruit,butter,rolls/buns,,,,,,,,
pork,yogurt,,,,,,,,,
grapes,misc. beverages,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
whole milk,salty snack,rolls/buns,,,,,,,,
other vegetables,butter milk,,,,,,,,,
tropical fruit,soda,spices,,,,,,,,
frozen vegetables,flour,pickled vegetables,,,,,,,,
turkey,root vegetables,frozen meals,soda,spread cheese,,,,,,
tropical fruit,dessert,rolls/buns,long life bakery product,,,,,,,
whole milk,beverages,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
specialty chocolate,soda,,,,,,,,,
fish,chocolate,,,,,,,,,
pork,root vegetables,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
other vegetables,photo/film,,,,,,,,,
frankfurter,citrus fruit,newspapers,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
yogurt,newspapers,,,,,,,,,
frozen meals,newspapers,,,,,,,,,
ham,whole milk,,,,,,,,,
curd,domestic eggs,,,,,,,,,
sausage,salty snack,,,,,,,,,
beverages,bottled water,,,,,,,,,
curd,butter,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
soda,sausage,root vegetables,pork,whole milk,vinegar,other vegetables,domestic eggs,shopping bags,,
dessert,cream cheese ,waffles,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
pork,meat,rolls/buns,onions,frozen vegetables,root vegetables,beverages,,,,
cream cheese ,canned beer,chewing gum,,,,,,,,
bottled beer,sausage,candy,yogurt,,,,,,,
whole milk,domestic eggs,long life bakery product,,,,,,,,
beef,white wine,UHT-milk,butter milk,,,,,,,
bottled water,whole milk,,,,,,,,,
coffee,specialty fat,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
pastry,margarine,,,,,,,,,
mayonnaise,candy,rolls/buns,bottled beer,,,,,,,
rolls/buns,candy,,,,,,,,,
chicken,coffee,,,,,,,,,
napkins,butter milk,cat food,shopping bags,,,,,,,
meat,semi-finished bread,,,,,,,,,
root vegetables,pastry,,,,,,,,,
yogurt,yogurt,,,,,,,,,
bottled water,soda,,,,,,,,,
hamburger meat,toilet cleaner,rolls/buns,,,,,,,,
fruit/vegetable juice,candy,,,,,,,,,
ice cream,shopping bags,,,,,,,,,
brown bread,waffles,,,,,,,,,
whole milk,onions,cream cheese ,,,,,,,,
canned beer,whole milk,,,,,,,,,
roll products ,canned vegetables,,,,,,,,,
napkins,bottled water,,,,,,,,,
canned beer,curd,,,,,,,,,
domestic eggs,whole milk,bottled beer,,,,,,,,
potato products,other vegetables,,,,,,,,,
frankfurter,other vegetables,butter,frozen vegetables,,,,,,,
citrus fruit,bottled water,white wine,rolls/buns,,,,,,,
pork,pudding powder,domestic eggs,,,,,,,,
beverages,soda,,,,,,,,,
bottled beer,sparkling wine,hamburger meat,rolls/buns,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
whole milk,soda,newspapers,,,,,,,,
flower (seeds),bottled beer,,,,,,,,,
soda,vinegar,napkins,,,,,,,,
ice cream,meat spreads,,,,,,,,,
white wine,brown bread,,,,,,,,,
white wine,bottled beer,,,,,,,,,
tropical fruit,whipped/sour cream,whipped/sour cream,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
meat,citrus fruit,pip fruit,other vegetables,,,,,,,
chewing gum,UHT-milk,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
pastry,specialty cheese,soap,rolls/buns,,,,,,,
cream cheese ,salty snack,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
yogurt,bottled beer,sugar,,,,,,,,
butter,coffee,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
sausage,other vegetables,,,,,,,,,
pork,soda,,,,,,,,,
liquor,hygiene articles,,,,,,,,,
vinegar,whole milk,bottled beer,,,,,,,,
processed cheese,root vegetables,,,,,,,,,
other vegetables,roll products ,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
onions,butter,,,,,,,,,
citrus fruit,other vegetables,dessert,bottled beer,,,,,,,
nuts/prunes,whole milk,,,,,,,,,
curd,whole milk,,,,,,,,,
zwieback,salty snack,,,,,,,,,
butter,white bread,,,,,,,,,
sausage,root vegetables,soda,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
meat,whole milk,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
specialty chocolate,bottled water,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,root vegetables,baking powder,,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,whole milk,,,,,,,,,
chicken,whole milk,,,,,,,,,
whole milk,pastry,,,,,,,,,
whole milk,cleaner,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
tropical fruit,whole milk,rolls/buns,cream cheese ,whole milk,shopping bags,,,,,
